rotten_tomatoes_link,movie_title,movie_info,content_rating,genres,directors,authors,actors,original_release_date,streaming_release_date,runtime,production_company,tomatometer_status,tomatometer_rating,tomatometer_count,audience_status,audience_rating,audience_count,tomatometer_top_critics_count,tomatometer_fresh_critics_count,tomatometer_rotten_critics_count,binned
m/13_assassins_2011,13 Assassins,"In this remake of a 1963 film based on historical events, Shinzaemon Shimada (Koji Yakusho) leads a team of assassins in 19th-century Japan to eliminate the ruthless Lord Naritsugu Matsudaira (Goro Inagaki), who is wreaking havoc against his own people. Hired secretly by a government official hoping to end Matsudaira's reign of terror, Shimada recruits the best samurai in Japan and then sets a trap for the lord's large contingent of faithful bodyguards.",R,"Action & Adventure, Art House & International",Takashi Miike,"Shoichiro Ikemiya, Daisuke Tengan, Takashi Miike","Koji Yakusho, Takayuki Yamada, Yusuke Iseya, Goro Inagaki, Masachika Ichimura, Mikijiro Hira, Hiroki Matsukata, Ikki Sawamura, Arata Furuta, Tsuyoshi Ihara, Masataka Kubota, Sousuke Takaoka, Seiji Rokkaku, Kouen Kondo, Yuma Ishigaki, Kazuki Namioka, Kazue Fukiishi, Koshiro Matsumoto, Mitsuki Tanimura, Takumi Saito, Shinnosuke Abe, Seiyo Uchino, Ken Mitsuishi, Ittoku Kishibe",2011-04-29,2017-01-07,126.0,Magnet Releasing,Certified-Fresh,95.0,130.0,Upright,88.0,23975.0,34,124,6,HIT
m/13_hours_the_secret_soldiers_of_benghazi,13 Hours: The Secret Soldiers Of Benghazi,"On Sept. 11, 2012, Islamic militants attack the U.S. Consulate in Benghazi, Libya, killing Ambassador J. Christopher Stevens and Sean Smith, an officer for the Foreign Service. Stationed less than one mile away are members (James Badge Dale, John Krasinski, Max Martini) of the Annex Security Team, former soldiers assigned to protect operatives and diplomats in the city. As the assault rages on, the six men engage the combatants in a fierce firefight to save the lives of the remaining Americans.",R,"Action & Adventure, Drama",Michael Bay,"Chuck Hogan, Michael Bay, Mitchell Zuckoff","John Krasinski, James Badge Dale, Pablo Schreiber, Max Martini, Toby Stephens, David Costabile, Dominic Fumusa, Elektra Anastasi, Alexia Barlier, Demetrius Grosse, David Giuntoli, Freddie Stroma, David Denman, Wrenn Schmidt, Liisa Evastina, Julie Daniels, Andrei Claude, Kerim Troeller, Kenny Sheard, Ivy George, Davide Tucci, Steffi Thake, Kevin Kent, Frida Cauchi, Julia Butters, Larissa Bonaci, Erica Muscat, Joost Janssen, Ben Affan, Len Anderson, IV, Nikovich Sammut, Christopher Dingli, John Deignan, David Furr, Jonathan Pyatt, Sope Aluko, Joe Azzopardi, Marc Cabourdin, Husam Chadat, Alan Paris, Andre Agius, Shane Rowe, Nicholas Tabone, Marcus Arvidsson, Wesley Ellul, Ayoub Aghil, Mike West, Mansor Trbalce, Saif Braik, Abdurrahman Elbashir, Matt Letscher, Dion Beebe, Michael Bay, Lorne Balfe, Richard Abate, Erik Aadahl, Mitchell Zuckoff, Matthew Cohan, Scott Gardenhour, Aleksandar Bundalo, Erwin Stoff, Payman Maadi, Mike Moriarty, Andrew Arrabito, Manuel Cauchi, Abdesselam Bouhasni, Mostafa El Houari, Ahmed Hammoud, Mohamed Boussalem, Salah Bensalah, Yuric Allison",2016-01-15,2016-05-24,144.0,Paramount Pictures,Rotten,51.0,222.0,Upright,82.0,33586.0,45,113,109,FLOP
m/13_sins,13 Sins,"A desperate, debt-ridden salesman agrees to perform an increasingly hideous set of tasks in order to win millions of dollars.",R,"Horror, Mystery & Suspense",Daniel Stamm,"Daniel Stamm, David Birke","Mark Webber, Rutina Wesley, Devon Graye, Pruitt Taylor Vince, Tom Bower, Ron Perlman, Deneen Tyler, Tom S. Lawson Jr., Sharon Smith, Greg Pearson, Ritchie Montgomery, Brylee Woodard, Sabrina Gennarino, Hugh Ettinger, John McConnell, Robert Larriviere, Jennifer Foreman, Ross Anderson, Judd Lormand, Stephanie Honoré, Thomas Francis Murphy, Bill Scharpf, Donny Boaz, Brittany Alger, Wendy Miklovic, Han Soto, Lance E. Nichols, Joan Rea, Jon Eyez, Christopher Berry, Angela Jones Landry, Stefan Solea, Tyler Forrest, Juliene Joyner, Regis Harrington, Chris Ashworth, Jeffrey Galpin, George Coe, Holly O'Quinn, Richard Burgi, John Grew, Danny Cosmo Higginbottom, Clyde Jones, Nick Epper",2014-04-18,2016-08-10,92.0,Radius-TWC,Fresh,65.0,43.0,Spilled,45.0,4527.0,7,28,15,AVG
m/14_cameras,14 Cameras,"When a family of four rent a beautiful house for their summer vacation, the price seems too good to be true. Unbeknownst to them, the lascivious owner has set up a series of spy cams throughout the house, streaming their lives onto the darknet.",NR,Horror,"Seth Fuller, Scott Hussion",Victor Zarcoff,"Amber Midthunder, Tait Fletcher, Sharon Anne Henderson, Lora Martinez Cunningham, Neville Archambault",2018-07-27,2018-07-27,90.0,Gravitas Ventures,Rotten,22.0,9.0,Spilled,23.0,124.0,4,2,7,FLOP
m/154,1:54,"Tim, a shy 16-year-old athlete with a natural gift for running, is dealing with the loss of his mother, as well as his sexuality. After a personal video is posted to social media, Tim's private life is about to explode into the public eye.",NR,"Art House & International, Drama",Yan England,Yan England,"Sophie Nélisse, Lou-Pascal Tremblay, Robert Naylor, Hudson LeBlanc, Anthony Therrien, Patrice Godin, Guillaume Gauthier, David Boutin",2018-03-09,2018-03-15,106.0,Breaking Glass Pictures,Rotten,57.0,7.0,Spilled,57.0,100.0,3,4,3,FLOP
m/15_minutes_of_war,15 Minutes of War (L'intervention),"In February 1976 in Djibouti, a school bus is taken hostage. A unit of top French snipers is sent to neutralize the terrorists, marking the birth of the elite GIGN group. After 30 hours of negotiations, a rescue effort is organized for the children.",NR,"Action & Adventure, Drama",Fred Grivois,"Ileana Epsztajn, Fred Grivois, Jérémie Guez","Alban Lenoir, Olga Kurylenko, Kevin Layne, Michael Abiteboul, Sebastien Lalanne, David Murgia, Guillaume Labbé, Vincent Perez, Josiane Balasko",2019-08-02,2019-08-05,98.0,Blue Fox Entertainment,Rotten,43.0,7.0,Upright,82.0,11.0,2,3,4,FLOP
m/16_acres,16 Acres,Interests collide at Ground Zero in the decade following 9/11.,NR,"Documentary, Special Interest",Richard Hankin,Matt Kapp,"George Pataki, Michael Bloomberg, Larry Silverstein, Daniel Libeskind",2012-11-16,2016-08-10,95.0,First Run Features,Fresh,100.0,8.0,Upright,73.0,220.0,6,8,0,HIT
m/17_girls_2011,17 Girls,Seventeen teenage schoolmates become pregnant at the same time.,NR,Drama,"Delphine Coulin, Muriel Coulin","Delphine Coulin, Muriel Coulin","Louise Grinberg, Juliette Darche, Roxane Duran, Esther Garrel, Solène Rigot, Yara Pilartz, Noémie Lvovsky, Florence Thomassin, Carlo Brandt, Frederic Noaille, Frederic Noaille, Arthur Verret",2012-09-21,2017-03-30,90.0,Strand Releasing,Fresh,67.0,21.0,Spilled,39.0,2595.0,12,14,7,AVG
m/1911,1911,"Having studied the art of modern warfare in Japan, China's Huang Xing (Jackie Chan) becomes one of the leaders in his country's revolt against the Qing Dynasty.",R,Drama,"Jackie Chan, Li Zhang","Chen Baoguang, Wang Xingdong","Jackie Chan, Bingbing Li, Lee Bing Bing, Winston Chao, Joan Chen, Jaycee Chan, Dennis Tao, Jiang Wu, Jing Ning, Shaoqun Yu, Ge Hu, Winli Jang, Sun Chun, Li Ming Hu, Wang Yanan, Mei Ting, Huang Zhi-zhong",2011-10-07,2016-08-10,125.0,Variance Films,Rotten,8.0,24.0,Spilled,30.0,1489.0,11,2,22,FLOP
m/1922_2017,1922,A rancher conspires to murder his wife for financial gain and convinces his teenage son to participate.,NR,"Drama, Mystery & Suspense",Zak Hilditch,Zak Hilditch,"Thomas Jane, Molly Parker, Dylan Schmid, Kaitlyn Bernard, Brian d'Arcy James, Neal McDonough, Bob Frazer",2017-10-20,2017-10-20,102.0,Netflix,Certified-Fresh,91.0,43.0,Spilled,57.0,1880.0,8,39,4,HIT
m/1985_2018,1985,A man decides to return to his hometown in Texas to tell his estranged conservative parents that he has AIDS.,NR,Drama,Yen Tan,"Yen Tan, Leslie ""Hutch"" Hutchinson","Jamie Chung, Michael Chiklis, Virginia Madsen, Cory Michael Smith, Ryan Piers Williams",2018-10-26,2018-12-04,85.0,Wolfe Releasing,Certified-Fresh,96.0,49.0,Upright,80.0,273.0,12,47,2,HIT
m/1_night,1 Night (One Night),"Past and present collide as two couples explore love over the course of one night at a hotel. Thirty-something Elizabeth must decide whether to salvage her relationship with Drew after much personal disappointment. Meanwhile, Bea, a worrisome teenager, reconnects with her introverted childhood friend, Andy, to overcome their difference in high school status following their prom.",NR,"Drama, Romance",Minhal Baig,Minhal Baig,"Anna Camp, Justin Chatwin, Isabelle Fuhrman, Kyle Allen, Kelli Berglund, Roshon Fegan, Evan Hofer, Alexander Roberts",2017-02-10,2017-03-23,80.0,Sorrento Productions,Rotten,33.0,6.0,Upright,61.0,157.0,4,2,4,FLOP
m/20000_days_on_earth,"20,000 Days on Earth",A therapist's questions and a visit to a voluminous archive propel a dramatization of a day in the life of musician and cultural icon Nick Cave.,NR,"Documentary, Musical & Performing Arts, Special Interest","Iain Forsyth, Jane Pollard","Iain Forsyth, Jane Pollard, Nick Cave","Nick Cave, Warren Ellis, Kylie Minogue, Ray Winstone, Darian Leader, Blixa Barjeld, Blixa Bargeld, Janine Barrand, Thomas Wydler, Martyn Casey, Conway Savage, Jim Sclavunos, Barry Adamson, George Vjestica",2014-09-17,2016-08-10,97.0,Drafthouse Films,Certified-Fresh,95.0,87.0,Upright,78.0,4563.0,32,83,4,HIT
m/2016_obamas_america,2016: Obama's America,Scholar and author Dinesh D'Souza delves into President Barack Obama's past for clues about America's possible future if Obama wins a second term.,PG,"Documentary, Special Interest","Dinesh D'Souza, John Sullivan",Dinesh D'Souza,"Barack Obama, Dinesh D'Souza",2012-07-13,2016-08-24,87.0,Rocky Mountain Pictures,Rotten,26.0,34.0,Upright,73.0,32212.0,13,9,25,FLOP
m/20_feet_from_stardom,20 Feet From Stardom,Filmmaker Morgan Neville shines a long-overdue spotlight on the hit-making contributions of longtime backup singers like Darlene Love and Merry Clayton.,PG-13,"Documentary, Musical & Performing Arts",Morgan Neville,Morgan Neville,"Chris Botti, Lou Adler, Merry Clayton, Patti Austin, Bette Midler, Lesley Miller, Arnold McCuller, Janice Pendarvis, Nicki Richards, Cindy Mizelle, David Lasley, Jenni Muldaur, Gloria R. Jones, Mark Lennon, Darlene Love, Jo Lawry, Lynn Mabry, Claudia Lennear, Maxine Waters Willard, Julia Waters, Oren Waters, Martha Wash, Tata Vega, Vaneese Thomas, T. Wine, Rose Stone, Sting, Bruce Springsteen, Stevie Wonder, Sharon Robinson, Tiffany Riddick, David Ritz, Edna Wright, Susan Collins, Greg Clarkin, Chris Darrow, Charlotte Crossley, Sheryl Crow, Paul Epworth, Stevvi Alexander, Amy Christian, Carole Childs, Todd Boyd, Gloria A. Jones, Cissy Houston, Mick Jagger, Peewee Hills, Michiko Hill, Fanita James, Dr. Mable John, Tabitha Fair, Lisa Fischer, Jean Thomas Fox, Judith Hill, Ula Hedwig, Mikie Harris, Susaye Green",2013-06-14,2017-02-14,90.0,Radius-TWC,Certified-Fresh,99.0,126.0,Upright,82.0,13510.0,37,125,1,HIT
m/20_weeks,20 Weeks,A couple must decide on how to move forward when their baby is diagnosed with a serious health condition at the 20-week scan.,NR,Drama,Leena Pendharkar,Leena Pendharkar,"Amir Arison, Jocelin Donahue, Michelle Krusiec, Richard Riehle, Sujata Day",2018-04-13,2018-04-13,89.0,Uncork'd Entertainment,Fresh,60.0,5.0,Spilled,20.0,13.0,3,3,2,FLOP
m/20th_century_women,20th Century Women,"In 1979 Santa Barbara, Calif., Dorothea Fields is a determined single mother in her mid-50s who is raising her adolescent son, Jamie, at a moment brimming with cultural change and rebellion. Dorothea enlists the help of two younger women -- Abbie, a free-spirited punk artist living as a boarder in the Fields' home and Julie, a savvy and provocative teenage neighbor -- to help with Jamie's upbringing.",R,"Comedy, Drama",Mike Mills,Mike Mills,"Annette Bening, Elle Fanning, Greta Gerwig, Lucas Jade Zumann, Billy Crudup, Alison Elliott, Thea Gill, Vitaly A. Lebeau, Olivia Hone, Waleed Zuaiter, Curran Walters, Darrell Britt-Gibson, Alia Shawkat, Nathalie Love, Cameron Protzman, Victoria Bruno, John Billingsley, Cameron Gellman, Finnegan Bell, Zoe Nanos, Lauren Foley, Gareth Williams, J. Francisco Rodriguez, Zoë Worth, Finn Roberts, Laura Wiggins, Rick Gifford, Paul Tigue, Matthew Foster, Kirk Bovill, Victoria Hoffman, Christina Andrea Offley, Randy Ryan, Diana Bostan, Toni Gaal, Tanya Young, Hans-Peter Thomas, Kai Lennox, Paul Messinger, Eric Wentz, Sam Gros, Britt Sanborn, Alexis Milan Turner, Catherine Zelinsky, Boyce Buchanan, Kyle Olivia Green, Sam Marsh, Antonia Marie Vivino, Sara Pelayo, Annabelle Lee, Avi Boyko, Tyler Leyva, Cameron Simon, Christopher Carroll, Hayden Gold, Al Wexo, Peter Mason, Padriac Cassidy, Matthew Cardarople, Toni Christopher, Jesse Sanes, Sam Bosson, Ian Logan, Patrick Pastor, Trent Bowman, Justin T. Rivera, Desmond Shepherd, Joshua Burge, Daniel Dorr",2017-01-20,2017-04-14,118.0,A24 Films,Certified-Fresh,88.0,222.0,Upright,74.0,12959.0,43,196,27,HIT
m/211,211,Officer Mike Chandler and a young civilian passenger find themselves unprepared and outgunned when fate puts them squarely in-the-crosshairs of a daring bank heist that is being carried out by a fearless team of highly trained and heavily armed men.,R,"Action & Adventure, Drama",York Alec Shackleton,York Alec Shackleton,"Nicolas Cage, Sophie Skelton, Michael Rainey Jr., Amanda Cerny, Dwayne Cameron, Cory Hardrict, Ori Pfeffer, Weston Cage, Alexandra Dinu",2018-06-08,2018-06-08,83.0,Momentum Pictures,Rotten,4.0,24.0,Spilled,9.0,175.0,7,1,23,FLOP
m/21_2020,2/1,"Two men, strangers to one another and living on opposites sides of the planet, share a mysterious connection through cycles of sleep and wakefulness.",NR,"Drama, Science Fiction & Fantasy",Juan Cabral,Juan Cabral,"Boyd Holbrook, Song Yang, Dominique McElligott, Beau Bridges, Anna Van Hooft, Maddie Phillips, Zhu Zhu, Jane McGregor, Ashley Ross, Candus Churchill, Raymond Ma, Yuki Morita",2020-02-07,2020-02-05,100.0,Gravitas Ventures,Rotten,56.0,9.0,Spilled,29.0,7.0,4,5,4,FLOP
m/21_and_over,21 And Over,"Straight-A college student Jeff Chang (Justin Chon) has always done what's been expected of him. But when his two best friends, Miller (Miles Teller) and Casey (Skylar Astin), arrive on campus to surprise him for his 21st birthday, Jeff finally agrees to cut loose. Although he has a crucial med-school interview early the next morning, Jeff lets his pals take him out for one drink. Many drinks later, Jeff has blacked out and is in danger of blowing the most important day of his life.",R,Comedy,"Scott Moore, Jon Lucas","Jon Lucas, Scott Moore","Miles Teller, Skylar Astin, Justin Chon, Sarah Wright, Jonathan Keltz, François Chau, Russell Hodgkinson, Daniel Booko, Russell Mercado, Josie Loren, Christiann Castellanos, Dustin Ybarra, Samantha Futerman, Julian Gavilanes, Josh Truax, Zach Sanchez, Brenna Smith, Craig Cackowski, Kent Loomer, Brandon Whitehead, Basil Harris, Bobbi Kotula, Paloma Felisberto, Angela Larson, Sara Castilleja, Raquael Torres, Casandra Marie Hayes, Alanna Reynolds, Alexis Piper, Donald Lloyd Mayer, Ricardo Blanchard, Bonnie Bentley, Catherine Lynn Stone, Raquel Werner, Kristen Cornwall",2013-03-01,2013-06-18,93.0,Relativity Media,Rotten,27.0,108.0,Spilled,46.0,58807.0,27,29,80,FLOP
m/21_jump_street_2011,21 Jump Street,"When cops Schmidt (Jonah Hill) and Jenko (Channing Tatum) join the secret Jump Street unit, they use their youthful appearances to go under cover as high-school students. They trade in their guns and badges for backpacks, and set out to shut down a dangerous drug ring. But, as time goes on, Schmidt and Jenko discover that high school is nothing like it was just a few years earlier -- and, what's more, they must again confront the teenage terror and anxiety they thought they had left behind.",R,"Action & Adventure, Comedy","Christopher Miller, Phil Lord",Michael Bacall,"Jonah Hill, Channing Tatum, Brie Larson, Rob Riggle, Ellie Kemper, DeRay Davis, Ice Cube, Dave Franco, Dax Flame, Chris Parnell, Jake Johnson (XVI), Holly Robinson Peete, Johnny Pemberton, Stanley Wong, Justin Hires, Brett Lapeyrouse, Lindsey Broad, Caroline Aaron, Joe Chrest, Geraldine Singer, Dakota Johnson, Rye Rye, Valerie Tian, Jaren Mitchell, Johnny Simmons, Keith Kurtz, Randal Reeder, Peter Epstein, Anthony Molinari, Luis Da Silva Jr., Dominic Alexander, Mike Seal, Spencer Boldman, Joe Nin Williams, Chad Hessler, Kevin Murphy, Kevin Michael Murphy, Victor Paguia, Chanel Celaya, Carol Sutton, Andrea Frankle, Tiffney Wagner, Andrea Madison, Hristo Birbochukov, Candi Brooks, Turner Crumbley, Haley Elizabeth Farris, Brittany Alger, Joshua Nelms, Courtney Jarrell, Melissa Cordero, Beau DeLatte, Charles Ferrara, Mark Adams, Brian Heath Rossitto",2012-03-16,2014-02-04,110.0,Sony Pictures,Certified-Fresh,84.0,224.0,Upright,82.0,257673.0,45,189,35,HIT
m/21_years_richard_linklater,21 Years: Richard Linklater,"Animated sequences and interviews with Matthew McConaughey, Ethan Hawke, Billy Bob Thornton, Jason Reitman and others illustrate the career of groundbreaking director Richard Linklater.",NR,"Documentary, Special Interest","Michael Dunaway, Tara Wood","Michael Dunaway, Tara Wood","Billy Bob Thornton, Ethan Hawke, Julie Delpy, Keanu Reeves, Matthew McConaughey, Jack Black, Louis Black, Zac Efron, Parker Posey, Richard Linklater, Anthony Rapp",2014-11-07,2016-08-10,79.0,Gravitas Ventures,Rotten,40.0,15.0,Spilled,55.0,351.0,7,6,9,FLOP
m/222_2017,2:22,"Two planes almost collide after a blinding flash of light paralyzes air traffic controller Dylan Branson for a few seconds. Suspended from his job, Dylan starts to notice a repetition of sounds and events in his life at exactly the same time every day. An underlying pattern soon builds, drawing him into New York's Grand Central Station daily at 2:22 p.m. Now drawn into a complex relationship with a woman, Dylan must figure out a way to break the power of the past and take control of time itself.",PG-13,"Drama, Mystery & Suspense",Paul Currie,"Todd Stein, Nathan Parker","Michiel Huisman, Teresa Palmer, Sam Reid, Maeve Dermody, Remy Hii, Kerry Armstrong, Carma Sharon, Katie McConnell, Marisa Lamonica, Zara Michales, Jessica Clarke, Richard Davies, Angie Tricker, Mitchell Butel, Dean Kyrwood, Amanda Azarian, Morrison James, Gordon Waddell, Nora Sommerkamp, Michael-Anthony Taylor, Sidney Beitz, George Papura, Melissa Joyce, Nancy Denis, Duncan Ragg",2017-06-30,2017-06-30,99.0,Magnolia Pictures,Rotten,22.0,9.0,Spilled,38.0,599.0,1,2,7,FLOP
